position_vo_x,position_vo_y,position_vo_z,altitude_fusioned,altitude_barometer,height_homepoint,height_fusion,gps_fused_latitude,gps_fused_longitude,gps_fused_altitude,gps_longitude,gps_latitude,gps_altitude,velocity_x,velocity_y,velocity_z,status_flight,rtk_connect_status_rtkConnected
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025197,447418243,120,-0.561493,1.540389,-0.750382,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025109,447418182,118,-0.180744,-1.980750,0.489021,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025192,447418156,41,-1.431108,-1.950309,-0.907761,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025113,447418229,26,0.130374,-1.817409,-0.760163,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025113,447418229,26,0.130374,-1.817409,-0.760163,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025113,447418229,26,0.130374,-1.817409,-0.760163,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025113,447418229,26,0.130374,-1.817409,-0.760163,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025113,447418229,26,0.130374,-1.817409,-0.760163,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025113,447418229,26,0.130374,-1.817409,-0.760163,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025113,447418229,26,0.130374,-1.817409,-0.760163,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025113,447418229,26,0.130374,-1.817409,-0.760163,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025113,447418229,26,0.130374,-1.817409,-0.760163,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025113,447418229,26,0.130374,-1.817409,-0.760163,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025113,447418229,26,0.130374,-1.817409,-0.760163,117,1
-0.004360,0.000279,-100.099998,100.044754,100.099998,100.044754,0.100000,0.780892,-0.014006,100.099998,-8025113,447418229,26,0.130374,-1.817409,-0.760163,117,1
